;RestaurantName;AverageCostForTwo;AggregateRating;RatingText;Votes;Date;Coordinates;City/Country/Continent
201;Wood Stone;40;4.0;Very Good;264.0;2017-09-18T06:05:40Z;[32.527217, -84.963201];Columbus/United States/North America
202;Hunter's Pub;40;4.4;Very Good;235.0;2018-10-24T04:54:56Z;[32.7455, -85.0213];Columbus/United States/North America
203;Consort Restaurant;25;3.0;Average;6.0;2018-11-09T12:52:44Z;[52.0082889, -110.7746994];Consort/Canada/North America
204;Thatcher's Barbeque and Grill;25;3.7;Good;38.0;2018-11-18T06:40:25Z;[34.5251331, -84.9396931];Dalton/United States/North America
205;Christian and Jake's Bistro;10;4.4;Very Good;122.0;2016-10-19T10:16:05Z;[34.474635, -84.92625799999999];Dalton/United States/North America
206;Dub's High on the Hog;25;4.4;Very Good;207.0;2018-05-23T06:32:28Z;[34.497248799999994, -84.9523921];Dalton/United States/North America
207;Sierra's Mexican Restaurant;10;3.9;Good;66.0;2017-06-20T18:04:19Z;[34.752476, -84.767911];Dalton/United States/North America
208;Oakwood Cafe;10;4.9;Excellent;249.0;2016-07-03T09:26:45Z;[34.769686, -84.96939300000001];Dalton/United States/North America
209;Chili's Grill & Bar;25;3.8;Good;63.0;2017-09-26T20:52:28Z;[34.7643, -85.0039];Dalton/United States/North America
210;Fuji Japanese Steakhouse;40;3.8;Good;145.0;2018-11-02T17:16:46Z;[34.759551, -84.99234200000001];Dalton/United States/North America
211;Las Palmas;10;3.8;Good;83.0;2018-08-01T16:03:32Z;[34.759665000000005, -84.992924];Dalton/United States/North America
212;Tony's Italian Restaurant & Pizza;25;3.7;Good;116.0;2016-01-10T05:22:51Z;[34.758645, -84.999678];Dalton/United States/North America
213;Filling Station;10;4.1;Very Good;122.0;2017-11-17T17:57:20Z;[34.7742, -84.9678];Dalton/United States/North America
214;Five Guys Burgers and Fries;10;4.1;Very Good;142.0;2016-01-17T11:28:55Z;[34.759273, -84.990925];Dalton/United States/North America
215;Los Pablos;10;4.1;Very Good;114.0;2017-11-07T09:06:37Z;[34.7604, -84.9964];Dalton/United States/North America
216;Kobe Hibachi & Sushi;25;4.6;Excellent;214.0;2018-10-17T10:56:05Z;[34.9428786, -85.22291009999999];Dalton/United States/North America
217;Soho Hibachi;10;4.3;Very Good;116.0;2016-04-18T22:18:45Z;[34.9528157, -85.246237];Dalton/United States/North America
218;Thai Garden;25;4.2;Very Good;111.0;2016-11-14T18:44:30Z;[34.9546, -85.2545];Dalton/United States/North America
219;Southern Bliss Bakery;10;3.7;Good;25.0;2016-08-24T21:14:25Z;[34.705093, -85.294955];Dalton/United States/North America
220;Bailey's Bar-B-Que;10;4.1;Very Good;128.0;2018-11-09T20:41:15Z;[34.9273, -85.1321];Dalton/United States/North America
221;Farm To Fork;10;4.3;Very Good;244.0;2017-06-26T06:10:25Z;[34.912109, -85.130492];Dalton/United States/North America
222;Home Plate Grill;10;4.2;Very Good;112.0;2018-05-23T18:12:22Z;[34.9151853, -85.1079396];Dalton/United States/North America
223;Pie Slingers Pizzeria;10;4.1;Very Good;144.0;2018-12-13T07:33:46Z;[34.851907000000004, -85.24972700000001];Dalton/United States/North America
224;Olive Tree Cafe;25;4.6;Excellent;166.0;2016-02-07T23:10:20Z;[41.574935, -90.496986];Davenport/United States/North America
225;Crust Stone Oven Pizza;25;3.9;Good;136.0;2017-06-25T06:27:41Z;[41.574780100000005, -90.4912446];Davenport/United States/North America
226;Jimmy's Pancake House;10;4.0;Very Good;85.0;2018-05-29T13:09:06Z;[41.548746, -90.504176];Davenport/United States/North America
227;Prairie Grille at SteepleGate Inn;25;3.4;Average;53.0;2017-01-21T17:55:41Z;[41.593892, -90.574088];Davenport/United States/North America
228;Tantra Asian Bistro;25;4.9;Excellent;474.0;2017-01-04T20:26:23Z;[41.574459, -90.565837];Davenport/United States/North America
229;Chick-fil-A;10;3.9;Good;125.0;2016-03-20T03:45:20Z;[41.5604, -90.5716];Davenport/United States/North America
230;Duck City Bistro;70;3.7;Good;201.0;2018-09-01T22:47:58Z;[41.5223, -90.5737];Davenport/United States/North America
231;Frick's Tap;25;0.0;Not rated;2.0;2017-10-04T15:17:03Z;[41.52253634, -90.59466452];Davenport/United States/North America
232;Los Agaves;25;0.0;Not rated;3.0;2017-01-12T02:40:38Z;[41.5709434, -90.5154313];Davenport/United States/North America
233;Azteca;0;4.3;Very Good;167.0;2016-11-15T04:06:05Z;[41.5699, -90.5683];Davenport/United States/North America
234;China Cafe;25;4.0;Very Good;112.0;2017-04-29T02:26:13Z;[41.5749, -90.5321];Davenport/United States/North America
235;Exotic Thai Restaurant;25;4.1;Very Good;256.0;2017-10-16T22:13:47Z;[41.5747, -90.5432];Davenport/United States/North America
236;Front Street Brewery;10;4.3;Very Good;123.0;2017-08-25T21:46:57Z;[41.520389, -90.572418];Davenport/United States/North America
237;Granite City Food & Brewery;25;4.0;Very Good;199.0;2016-10-01T12:52:25Z;[41.5745, -90.5137];Davenport/United States/North America
238;Los Agaves;25;4.1;Very Good;157.0;2018-03-30T19:00:20Z;[41.559, -90.5686];Davenport/United States/North America
239;Machine Shed Restaurant;25;4.1;Very Good;100.0;2018-12-07T02:56:54Z;[41.5944, -90.6136];Davenport/United States/North America
240;Osaka;40;4.2;Very Good;141.0;2016-06-15T13:33:01Z;[41.570997, -90.515175];Davenport/United States/North America
241;Texas Roadhouse;25;4.2;Very Good;197.0;2018-10-24T05:19:20Z;[41.5747, -90.517];Davenport/United States/North America
242;Hickory Park;25;4.5;Excellent;1025.0;2018-08-27T03:15:11Z;[42.010254, -93.610084];Des Moines/United States/North America
243;The Cafe;25;4.9;Excellent;570.0;2016-12-06T20:35:21Z;[42.048779, -93.643094];Des Moines/United States/North America
244;Flying Mango;40;4.5;Excellent;674.0;2018-07-15T20:19:11Z;[41.614965000000005, -93.677638];Des Moines/United States/North America
245;Cool Basil;25;4.1;Very Good;496.0;2016-01-07T16:05:15Z;[41.600564, -93.739573];Des Moines/United States/North America
246;HuHot Mongolian Grill;25;4.0;Very Good;411.0;2018-12-13T01:04:56Z;[41.60028, -93.760027];Des Moines/United States/North America
247;Malo;25;3.2;Average;113.0;2017-01-06T15:34:38Z;[41.583309, -93.627896];Des Moines/United States/North America
248;Centro;40;4.5;Excellent;1109.0;2016-01-08T02:24:59Z;[41.5857431, -93.6300803];Des Moines/United States/North America
249;Fong's Pizza;25;4.6;Excellent;728.0;2018-04-24T01:53:23Z;[41.585465, -93.621631];Des Moines/United States/North America
250;A Dong Restaurant;10;4.4;Very Good;659.0;2017-06-05T18:45:07Z;[41.587219, -93.637401];Des Moines/United States/North America
251;Court Avenue Brewing Company;40;4.2;Very Good;370.0;2016-03-24T15:20:02Z;[41.58536, -93.620726];Des Moines/United States/North America
252;Django;40;4.3;Very Good;532.0;2016-09-11T09:57:10Z;[41.584027, -93.629436];Des Moines/United States/North America
253;Miyabi 9;25;4.8;Excellent;860.0;2016-05-14T06:02:37Z;[41.590819, -93.611366];Des Moines/United States/North America
254;Zombie Burger + Drink Lab;10;4.2;Very Good;943.0;2017-02-13T11:25:32Z;[41.590106, -93.61474];Des Moines/United States/North America
255;Tursi's Latin King;70;4.1;Very Good;476.0;2016-03-04T09:20:46Z;[41.601415, -93.577383];Des Moines/United States/North America
256;Tsing Tsao South;10;4.1;Very Good;218.0;2018-08-03T21:50:56Z;[41.545869, -93.645245];Des Moines/United States/North America
257;Bandit Burrito;10;4.0;Very Good;214.0;2017-09-07T03:00:12Z;[41.6714654, -93.6976773];Des Moines/United States/North America
258;Jethro's BBQ;25;4.3;Very Good;699.0;2017-01-02T09:06:09Z;[41.603901, -93.659797];Des Moines/United States/North America
259;The Machine Shed Restaurant;25;3.8;Good;308.0;2018-09-16T03:47:12Z;[41.615083, -93.772033];Des Moines/United States/North America
260;Mi Patria;25;4.0;Very Good;157.0;2018-12-27T06:12:46Z;[41.594039, -93.73624];Des Moines/United States/North America
261;Waterfront Seafood Market;40;4.2;Very Good;530.0;2017-03-24T01:26:50Z;[41.5991771, -93.7441981];Des Moines/United States/North America
262;The Giggling Goat;7;3.6;Good;29.0;2018-09-03T18:56:52Z;[-26.783576, 153.137401];Dicky Beach/Australia/Oceania
263;Burnt Toast Cafe;10;3.4;Average;33.0;2017-01-06T13:45:59Z;[42.504759, -90.667668];Dubuque/United States/North America
264;Catfish Charlie's;25;3.3;Average;40.0;2018-08-12T22:10:43Z;[42.5124724, -90.6499328];Dubuque/United States/North America
265;Salsa's Mexican Restaurant;10;3.4;Average;153.0;2017-09-13T22:34:38Z;[42.5032004, -90.6684746];Dubuque/United States/North America
266;Tony Roma's;25;3.3;Average;65.0;2016-07-31T21:37:13Z;[42.496464, -90.658609];Dubuque/United States/North America
267;Vinny Vanucchi's;25;3.4;Average;58.0;2017-07-08T07:52:36Z;[42.495689, -90.664029];Dubuque/United States/North America
268;Champps Americana;25;3.5;Good;100.0;2016-02-22T03:14:30Z;[42.492018, -90.715247];Dubuque/United States/North America
269;Fiesta Cancun;10;3.6;Good;156.0;2016-08-13T03:57:55Z;[42.49092, -90.740213];Dubuque/United States/North America
270;Happy Joe's Pizza & Ice Cream;0;3.5;Good;74.0;2018-09-27T10:00:14Z;[42.4955, -90.7264];Dubuque/United States/North America
271;Houlihan's;25;3.6;Good;117.0;2018-04-06T15:49:22Z;[42.516621, -90.645294];Dubuque/United States/North America
272;Ichiban Hibachi Steakhouse & Sushi Bar;40;3.7;Good;83.0;2016-08-03T23:18:03Z;[42.492963, -90.712084];Dubuque/United States/North America
273;Kalmes Breaktime Bar & Grill;25;3.6;Good;48.0;2018-03-03T23:41:16Z;[42.5043, -90.6646];Dubuque/United States/North America
274;L. May Eatery;40;3.8;Good;198.0;2017-12-04T15:36:33Z;[42.503075, -90.668164];Dubuque/United States/North America
275;Los Aztecas;10;3.5;Good;126.0;2016-06-03T13:07:30Z;[42.4916, -90.7055];Dubuque/United States/North America
276;Manna Java World Cafe;10;3.5;Good;119.0;2018-04-25T17:01:43Z;[42.500191, -90.6677349];Dubuque/United States/North America
277;Mario's Italian Restaurant;25;3.6;Good;140.0;2017-05-26T11:42:10Z;[42.5048, -90.6691];Dubuque/United States/North America
278;Pepper Sprout Incorporated;40;3.6;Good;159.0;2017-04-02T11:39:51Z;[42.4974, -90.6651];Dubuque/United States/North America
279;Shot Tower Inn;25;3.6;Good;131.0;2018-08-26T12:52:12Z;[42.4963, -90.6658];Dubuque/United States/North America
280;Sunshine Family Restaurant;10;3.5;Good;60.0;2018-12-08T07:16:49Z;[42.4982789, -90.663686];Dubuque/United States/North America
281;Watershed Cafe;25;3.7;Good;89.0;2018-06-19T08:27:47Z;[42.527556, -90.684882];Dubuque/United States/North America
282;Woodfire Grille;70;3.6;Good;72.0;2018-08-07T06:59:00Z;[42.496378, -90.658988];Dubuque/United States/North America
283;The Belle General;20;4.1;Very Good;56.0;2017-08-22T16:41:22Z;[-28.862663, 153.593331];East Ballina/Australia/Oceania
284;Jehova es Mi Pastor Tacos y Burritos;10;3.7;Good;83.0;2017-11-23T01:30:49Z;[39.607515, -119.252694];Fernley/United States/North America
285;Flaxton Gardens;30;3.5;Good;37.0;2016-06-06T16:23:51Z;[-26.6521332, 152.87714730000002];Flaxton/Australia/Oceania
286;Bespoke Harvest;20;3.7;Good;29.0;2017-01-16T18:01:35Z;[-38.517292, 143.714315];Forrest/Australia/Oceania
287;Houndstooth Grill & Tavern;25;4.4;Very Good;239.0;2016-01-30T17:45:55Z;[34.0901, -83.8461];Gainesville/United States/North America
288;Hawg Wild BBQ & Catfish House;10;4.1;Very Good;235.0;2018-02-16T21:44:55Z;[34.61802, -83.52069300000001];Gainesville/United States/North America
289;Bourbon Street Grille;25;3.8;Good;88.0;2016-06-16T02:51:02Z;[34.532973, -83.985353];Gainesville/United States/North America
290;Corkscrew Cafe;40;3.9;Good;209.0;2016-12-07T12:24:52Z;[34.5318, -83.9858];Gainesville/United States/North America
291;Smokin Gold BBQ;10;3.9;Good;133.0;2016-08-02T00:10:09Z;[34.533626, -83.983939];Gainesville/United States/North America
292;Hoka-Hoka Japanese Steak & Sushi;10;4.4;Very Good;267.0;2016-11-08T20:18:11Z;[34.541044, -83.989317];Gainesville/United States/North America
293;Shenanigan's Irish Pub;25;4.1;Very Good;171.0;2016-12-15T13:14:32Z;[34.533198, -83.98611899999999];Gainesville/United States/North America
294;Fish Tales Lakeside Grille;25;3.8;Good;107.0;2018-03-30T12:24:56Z;[34.183573, -83.938024];Gainesville/United States/North America
295;Antebellum;40;4.3;Very Good;164.0;2016-08-11T02:09:41Z;[34.185707, -83.92621700000001];Gainesville/United States/North America
296;Moonie's Texas Barbecue;10;4.1;Very Good;182.0;2016-03-13T19:40:44Z;[34.180043, -83.92779399999999];Gainesville/United States/North America
297;Atlanta Highway Seafood Market;25;4.9;Excellent;681.0;2017-11-27T11:13:37Z;[34.285102, -83.83845699999999];Gainesville/United States/North America
298;Eat at Thai;10;4.6;Excellent;357.0;2018-03-13T02:35:16Z;[34.300182, -83.85799300000001];Gainesville/United States/North America
299;Smoke House BBQ and Catering;25;3.8;Good;89.0;2016-12-04T17:07:09Z;[34.222755, -83.860098];Gainesville/United States/North America
300;2 Dog;25;4.2;Very Good;350.0;2018-02-17T19:48:45Z;[34.300567, -83.824023];Gainesville/United States/North America
301;Longstreet Cafe;10;4.3;Very Good;298.0;2017-07-31T10:10:20Z;[34.3166, -83.8272];Gainesville/United States/North America
302;Re-Cess;25;4.2;Very Good;319.0;2016-12-06T18:02:00Z;[34.300332, -83.82686];Gainesville/United States/North America
303;Bodensee;40;3.8;Good;114.0;2017-06-27T08:24:53Z;[34.701594, -83.72774100000001];Gainesville/United States/North America
304;Hofer's Bakery & Cafe;10;3.9;Good;136.0;2017-05-09T13:57:42Z;[34.7024, -83.7345];Gainesville/United States/North America
305;Troll Tavern;25;2.2;Poor;108.0;2018-04-06T14:08:15Z;[34.7021, -83.7334];Gainesville/United States/North America
306;The Nacoochee Village Tavern & Pizzeria;10;4.0;Very Good;161.0;2016-11-09T02:12:17Z;[34.691208, -83.713498];Gainesville/United States/North America
307;Blue Bean Love Cafe;20;3.8;Good;192.0;2018-07-03T08:05:01Z;[-37.31232670000001, 144.1387014];Hepburn Springs/Australia/Oceania
308;La Trattoria of Lavandula;7;3.8;Good;93.0;2017-11-07T20:45:49Z;[-37.275494, 144.110062];Hepburn Springs/Australia/Oceania
309;5 Little Pigs;20;4.1;Very Good;40.0;2018-12-27T08:31:19Z;[-35.0388698, 150.67107430000002];Huskisson/Australia/Oceania
310;Beach Box Cafe;7;3.7;Good;100.0;2018-03-26T00:17:59Z;[-38.6347458, 145.7287133];Inverloch/Australia/Oceania
311;Funkey Monkey;7;3.8;Good;97.0;2018-08-12T05:04:36Z;[-37.8783865, 147.9942247];Lakes Entrance/Australia/Oceania
312;Burger Queen Drive In;10;3.6;Good;41.0;2017-10-03T19:32:56Z;[42.1885, -120.3458];Lakeview/United States/North America
313;Blue Orchid Thai Restaurant;25;4.5;Excellent;799.0;2017-09-06T04:38:01Z;[40.8143, -96.7072];Lincoln/United States/North America
314;Stillwater on Belmore;20;3.6;Good;18.0;2018-04-23T01:51:20Z;[-32.728097, 151.558475];Lorn/Australia/Oceania
315;Mr.;20;3.5;Good;31.0;2018-09-16T10:05:35Z;[-37.423189, 144.564174];Macedon/Australia/Oceania
316;Emilio's Cuban Cafe;25;3.9;Good;146.0;2016-09-26T01:02:38Z;[32.567741, -83.594494];Macon/United States/North America
317;Ingleside Village Pizza;10;4.9;Excellent;478.0;2017-04-21T23:34:28Z;[32.853896, -83.657061];Macon/United States/North America
318;Jim Shaw's Seafood Grill & Bar;25;4.6;Excellent;467.0;2016-06-13T16:04:27Z;[32.8496, -83.6737];Macon/United States/North America
319;Mandarin Chinese Restaurant;25;4.5;Excellent;302.0;2018-06-04T02:42:36Z;[32.8899, -83.6766];Macon/United States/North America
320;Rookery;25;4.5;Excellent;289.0;2017-11-09T19:26:57Z;[32.8361, -83.6279];Macon/United States/North America
321;Dovetail;40;3.8;Good;102.0;2016-12-04T09:26:26Z;[32.83641, -83.62797900000001];Macon/United States/North America
322;Bonefish Grill;40;4.1;Very Good;293.0;2017-02-24T21:28:54Z;[32.929278000000004, -83.713978];Macon/United States/North America
323;Downtown Grill;70;4.0;Very Good;195.0;2016-03-26T19:45:33Z;[32.8375, -83.6276];Macon/United States/North America
324;Greek Corner Deli;10;4.3;Very Good;244.0;2018-12-17T03:45:35Z;[32.83654, -83.628703];Macon/United States/North America
325;Natalia's;70;4.2;Very Good;379.0;2017-06-14T11:09:49Z;[32.928495, -83.787993];Macon/United States/North America
326;Papouli's Mediterranean Cafe & Market;10;4.2;Very Good;223.0;2017-02-22T12:20:25Z;[32.901, -83.6873];Macon/United States/North America
327;Benson's Steak and Sushi;25;3.7;Good;243.0;2016-12-27T06:27:50Z;[32.556873, -83.662421];Macon/United States/North America
328;My Fathers Place;25;3.7;Good;104.0;2018-06-11T20:46:49Z;[32.5786, -83.624];Macon/United States/North America
329;Sushi Thai Restaurant;10;3.7;Good;153.0;2016-10-29T23:33:37Z;[32.6184, -83.6665];Macon/United States/North America
330;The Mellow Mushroom;25;3.8;Good;323.0;2016-10-14T14:51:11Z;[32.552684, -83.69104399999999];Macon/United States/North America
331;El Jalisciense Mexican Restaurant;10;4.1;Very Good;181.0;2018-11-30T15:42:41Z;[32.594666, -83.64935];Macon/United States/North America
332;Greek Village;25;4.0;Very Good;316.0;2017-04-01T18:38:54Z;[32.6176839, -83.636618];Macon/United States/North America
333;Martin's BBQ;25;4.2;Very Good;288.0;2018-04-23T13:44:14Z;[32.619321, -83.600201];Macon/United States/North America
334;Thai Pepper;10;4.0;Very Good;232.0;2017-01-14T18:58:52Z;[32.593264000000005, -83.66555699999999];Macon/United States/North America
335;Zen Japanese Steakhouse and Sushi Bar;40;4.1;Very Good;314.0;2017-12-14T20:21:34Z;[32.6147, -83.7184];Macon/United States/North America
336;Star Buffet;20;2.9;Average;11.0;2016-04-25T06:34:40Z;[-32.899178000000006, 151.7343832];Mayfield/Australia/Oceania
337;Triangle Restaurant;10;2.4;Poor;17.0;2017-10-13T01:10:42Z;[46.3718, -85.7363];Mc Millan/United States/North America
338;Three Anchors;30;3.8;Good;176.0;2018-09-01T01:48:04Z;[-35.025861, 117.917166];Middleton Beach/Australia/Oceania
339;HI Lite Bar & Lounge;0;3.4;Average;11.0;2016-10-03T14:48:53Z;[44.5158, -98.9891];Miller/United States/North America
340;Vince's Restaurant & Pizzeria;25;3.6;Good;65.0;2017-06-19T12:07:13Z;[42.606306, -89.653487];Monroe/United States/North America
341;Poets Cafe;30;2.4;Poor;193.0;2018-11-24T09:02:11Z;[-26.690462, 152.89373500000002];Montville/Australia/Oceania
342;The Artesian Restaurant;40;3.6;Good;30.0;2017-06-10T17:32:39Z;[36.313638, -106.057666];Ojo Caliente/United States/North America
343;Ceví_che Tapas Bar & Restaurant;40;4.4;Very Good;981.0;2016-07-29T12:54:24Z;[28.540432, -81.381077];Orlando/United States/North America
344;Hawkers Asian Street Fare;35;4.6;Excellent;1293.0;2016-09-03T13:46:19Z;[28.560505, -81.364347];Orlando/United States/North America
345;Tako Cheena by Pom Pom;10;4.4;Very Good;570.0;2017-01-22T04:03:02Z;[28.557845, -81.364547];Orlando/United States/North America
346;Seasons 52 Fresh Grill;60;4.4;Very Good;1685.0;2016-03-23T09:09:31Z;[28.448175, -81.487978];Orlando/United States/North America
347;Hollerbach's Willow Tree Cafí©;40;4.8;Excellent;1699.0;2016-09-17T19:48:50Z;[28.811653000000003, -81.266871];Orlando/United States/North America
348;Pom Pom's Teahouse and Sandwicheria;25;4.9;Excellent;1457.0;2018-08-22T06:23:18Z;[28.543571000000004, -81.351467];Orlando/United States/North America
349;Yellow Dog Eats;35;4.9;Excellent;1252.0;2018-07-13T08:32:52Z;[28.527592, -81.522987];Orlando/United States/North America
350;Tibby's New Orleans Kitchen;25;4.7;Excellent;1412.0;2017-01-12T10:39:54Z;[28.601088, -81.322631];Orlando/United States/North America
351;The Coop;25;3.6;Good;432.0;2016-12-30T15:41:57Z;[28.597366, -81.357219];Orlando/United States/North America
352;Bosphorous Turkish Cuisine;40;4.2;Very Good;568.0;2017-03-24T01:54:38Z;[28.5976271, -81.35083440000001];Orlando/United States/North America
353;Ethos Vegan Kitchen;25;4.4;Very Good;797.0;2017-10-03T20:16:06Z;[28.592857, -81.352921];Orlando/United States/North America
354;Hillstone;40;4.4;Very Good;1158.0;2017-06-25T17:46:48Z;[28.596682, -81.36525999999999];Orlando/United States/North America
355;The Ravenous Pig;40;4.4;Very Good;1998.0;2017-07-19T00:16:10Z;[28.593297, -81.356024];Orlando/United States/North America
356;Vivo Bar and Grill;30;4.4;Very Good;381.0;2018-11-05T21:39:49Z;[-16.748082999999998, 145.67076799999998];Palm Cove/Australia/Oceania
357;Pier 70;120;2.6;Average;16.0;2017-07-14T00:04:30Z;[-37.9194154, 147.72278319999998];Paynesville/Australia/Oceania
358;DiVine;20;3.4;Average;19.0;2016-10-17T18:31:59Z;[-37.379153, 140.837409];Penola/Australia/Oceania
359;Cactus Flower Cafe Navarre;25;4.2;Very Good;635.0;2017-10-14T00:19:17Z;[30.4025979, -86.85733929999999];Pensacola/United States/North America
